"9.6","July 2019","Great experience","Liked
 · - friendly and helpful staffs 
- super good location spot
- everything is clean and environment good 
- definitely worth for the priceDisliked
 · - noisy neighbor kids keep jumping here and that at the night",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.6","July 2019","Exceptional","Liked
 · Great atmosphere, a hidden gem good located. Large room (suite) with all comfort needed. Staffs are very friendly and highly motivated. Location in walking distance from Sky Train with many small local restaurants around. Continental style breakfast, but great selection including fresh fruits. Nicely presented and served by gorgeous highly motivated young staffs.",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","July 2019","Prompt response to urgent situation","Liked
 · I dropped my earring straight to the sink drain pipe and the staff immediately called their engineering staff to dismantle the pipe and flush out my earring from the drain pipe. Thank you very much.",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","July 2019","They could turn on the light at stairway until 11am or 12am midnight, because too dark to go upstair, there has little d","Liked
 · The room and the toilet are clean. And there has electricity sock each bed. It’s goodDisliked
 · About the way is between the beds and lockers that is too narrow, can’t seat together for eat or drink, play something....",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.6","July 2019","Stylish vintage cinema-cum-hotel in lively area of Bangkok.","Liked
 · Great vintage cinema atmosphere, complete with movie screenings. Loved the two big rooms we had: super stylish & spacious. Delightful staff, too. Thank you!",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.3","June 2019","Very good","Liked
 · Near to BTS saphan taksin station and robinson mallDisliked
 · It is quite difficult to find the property",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","June 2019","One of the best places I have ever stayed at","Liked
 · The staffs were friendly and helpful. Especially the doorman was always by the door and helped us get the door before we reached it, even at midnight or early in the morning. The receptionist kept our luggages in storage for a whole day after checkout.
The hostel itself is so well decorated w beautiful little corners. Our room is for 4 and we were only 3 girls so the room fitted perfectly, but might be small for group of 4. It was clean, fully equipped and cozy. 
Will definitely come back the next time I’m in Bkk",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","June 2019","Wonderful time","Liked
 · I love the kindness of the night staffs and the comfy of the rooms.",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.3","June 2019","Great location to see the busy, organized chaos that is Bangkok!","Liked
 · Great location, a short walk from the river and from the rail transfers. There were some great food options right in the neighborhood.Disliked
 · For breakfast one morning, there was a private event in the lobby, and we couldn't dine there. The hotel graciously provided us with in-room breakfast, which worked out great. However, as we left in the morning, we requested our room be cleaned, only for us to return seven hours later and our room still had leftover food and trash...this did sour our whole stay.",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","June 2019","Good location","Liked
 · Very good location - near BTS, pier, lot of places to eat. Clean, non-smoking rooms. English speaking staff.",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.6","June 2019","Highly recommended hostel worthy of your money","Liked
 · Even though we were given with a dormitory-type room, we still enjoyed staying there. The location is very accessible to the BTS and Ferry Station (thru Saphan Taksin) and also near to the (Tops) Supermarket, convenience stores and food stalls selling Thai dishes for a very cheap price. The staff are very friendly and accommodating. The room was clean when we arrived.Disliked
 · We ordered for a family room but on the day of check-in, they gave us a dormitory-type accommodation. They should've informed us of the changes they made beforehand. And also the ventilation of the rest room gives off not so good smell.",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","June 2019","Exceptional","Liked
 · This place awed me in everything!",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","May 2019","Great accommodation and super friendly staffs","Liked
 · The hotel is designed and decorated like a theatre which is beautiful. The room is comfortable. Their mini-van service is good and cheap. They even serve all the famous foods in the area at the hotel so we don’t need to go out and queue. The staffs are super friendly, because of leanguage barrier, they helped us contact other services and we’re very thanksful for that.
Verdict: great hotel with great staffs, definitely worth your money",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.9","May 2019","Amazing value","Liked
 · Room was nice and comfortable for a family of 4.
Staff stayed late to received us and help us check in the next day.
There are some random activities at the place, which is fun. There was a chorus practice while we were there that was really fun.Disliked
 · Room was probably a little bit dusty
Our bathroom was slightly flooded at the end of our stay but nothing serious.
Thinking really hard to complain about something here, this place provides amazing value. Would stay again.",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","May 2019","Exceptional","Liked
 · I liked the staff, the room, the location and the view of the hotel. I had a wonderful experience staying here for just 3 nights. All the people here were so friendly. Thank you so much!Disliked
 · The size of the quadruple room. I think it's quite small, and we didn't have enough space to arrange our stuff. Hopefully, you will improve the room size in the forthcoming time.",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","May 2019","Excellent","Liked
 · The services, rooms, ammenities etc.Disliked
 · None",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","May 2019","Exceptional","Liked
 · We as a family with kids really enjoyed our stay. It's close to the night markets. And the place was jus excellent.",0,"Prince Theatre Heritage Stay
Opens in new window"
"6.0","February 2022","One night was enough.","Liked
 · The staff member was excellent and very helpful. The bed was very comfy. The location is around 200 meters from the river with lots of options to eat or have a few drinks. The bathroom was very clean.Disliked
 · This is more a residence home for nurses, not really suited for travellers. The price was very high for one room. In the hallways you need to jump over hundreds of shoes. Not really a range of breakfast choices.",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.0","March 2020","Fantastic small hotel","Liked
 · The cubicle consept works amazingly well for a family of 4. Beds super comfy. White, clean linen. Simple, but more than adequate bfast. Quiet rooms. Tops supermarket close by, as is BTS and boat piers.Disliked
 · They advertised movie nights but there was none. The upstairs public areas are not air-conditioned and super hot. I expected more of a buzz in the shared space. Maybe due to Covid there were less tourists.",0,"Prince Theatre Heritage Stay
Opens in new window"
"5.0","January 2020","Pleasant stay but I won’t come back again.","Liked
 · Right within walking distance to 7-11 and Prince Jongee and the famed duck rice/noodles stall.Disliked
 · That we had to pay for the replacement missing card which was silly given that it was a family room but need a card to switch on the light in each cubicle. It would be better if the family room has all bed lights on via a switch instead of a card, as cards get lost and misplaced easily. Since it’s a family room, it makes more sense for the lights to be on by a switch instead of using the card.",0,"Prince Theatre Heritage Stay
Opens in new window"
"6.0","November 2019","Pleasant","Liked
 · hotel breakfast was extra but great street food just outside the front door so we didn't bother with it
It was quiet!Disliked
 · the room was very different from what I expected. narrower. there was an exhibition which created a long queue of people waiting to get selfies in the light display.",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.0","November 2019","Good","Liked
 · The staff is helpfulDisliked
 · The toilet water flow down slowly. It causes bad smell to the room. Can’t find a parking space if you rent a car in Bangkok.",0,"Prince Theatre Heritage Stay
Opens in new window"
"5.0","November 2019","Disapointed","Liked
 · The restaurant was good n helpfullDisliked
 · Disapointed with the location. Better to survey before book. N make sure book with free cancelation if any.",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.1","August 2019","Nice place to stay","Liked
 · Rooms where clean, staff nice and rooms simple but with all the basics in it.Disliked
 · The air conditioning temperatura can not be managed and would be nice as it was setup to 20 degrees and we felt as sleeping in North Poland.",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.1","August 2019","Good","Disliked
 · Shower drain was clogged & reported it to the staff. But they didn’t fix it.",0,"Prince Theatre Heritage Stay
Opens in new window"
"5.4","July 2019","Not great. At all, Noisy neighbours","Liked
 · LocationDisliked
 · We stayed before. The changes they have made have made it not value for money",0,"Prince Theatre Heritage Stay
Opens in new window"
"6.7","July 2019","Pleasant","Liked
 · We loved the location. Everything you need is close by. Plenty of local food stalls nearby and its just a short walk to the river and BTS train.Disliked
 · We were in the 4 bed dorm room. The sleeping areas have scuff marks and stains up the walls. The room was freezing but we were not given the remote controller to change the temp. We were not allowed to eat our own breakfast in the huge lobby seating area even though it was empty. Quite noisy at night with people going in and out of their rooms and the lock alarms going off as the door is ajar. The coffee was awful.",0,"Prince Theatre Heritage Stay
Opens in new window"
"4.2","July 2019","Terrible.i had to find last min booking at higher cost and suffer 1 night for my family and infant.","Liked
 · Incorrect photos leading to my family to suffer for 1 night.i understand it is a marketing strag but pla kindly make the platform or at the payment page to show the actual photo for the room booked.i hope other family with infant dont have to suffer what my infant had to go through.Disliked
 · Night shift agents unable to do anything and only side with the hotel management.",0,"Prince Theatre Heritage Stay
Opens in new window"
"4.6","May 2019","Disappointing","Liked
 · the design interiorDisliked
 · the cleanlines of the room. there were house lizzardshit in the bathroom. the staff didn't helpfull at all.",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.0","January 2022","Superb","Liked
 · Lovely quirky little hotel. Something a bit different, built inside an old movie theatre. Staff were lovely and the room was lovely.Disliked
 · Not really the hotel's fault but because of COVID the hotel was not completely ready for many guests",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.6","August 2019","Exceptional","Liked
 · Close to several forms of public transport, making it a great base to explore Bangkok. The staff were efficient and helpful. The room was clean and the breakfast was very good and plentiful.",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.6","July 2019","Exceptional","Liked
 · Great room, Great location. Interesting building and decor.Disliked
 · The walls are thin. We had a neighbour (family) who came in late and the kids were noisy. But we could hear it very clearly in our room and it was disturbing.",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.6","July 2019","Valuable place to stay in Bangkok","Liked
 · The location was good to reach the centre of Bangkok. The hotel is unique and clean, has nice architecture andDisliked
 · The receptionist was not clear about the price of one day van when he introduced this service to me. I was not quite happy with his attitude but at the end we made a deal as my group had to end our day trip earlier than expected time. Hopefully this problem will not happen again to other guests.",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","June 2019","Exceptional","Liked
 · - Cleanliness
- Helpful staff
- Good food just outside in the street
- Safe and air conditioned space for kids to play around inside
- Artistic/film-inspired feel
- Decor
- Free drinking water and popcornDisliked
 · - No soya or almond milk
- Aircon in family room did not work/no remote. Fan only",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.2","May 2019","The hotel should be more responsible for the promise","Liked
 · The a/c working well, as well as the water pressure .
Staffs are friendly and willing to help, Afterall, it was a nice stayDisliked
 · When I want to extend 7 days more, one of staff told me the price which is different than the next morning's staff... 😰 
Feel upset about it, it's not about money matter but about the hotels responsibility for promise . 
Wish the hotel will take the responsibilities for what the staff promised, not to confuse customer. 
Also, during my stay, housekeeper came twice without clean the dusty floor, so I gave up to ask housekeeping again! 
Wish the housekeeper do the job more careful",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.0","February 2020","Great location to explore the city","Liked
 · Unique property with artsy vibe, a welcome escape from the city in a great location, a short walk from the MTA stop with lots of food options nearby. The theater also serves a traditional breakfast. Mixture of dorms and private rooms available. The duplex rooms have a separate, private bathroom.Disliked
 · If travelling in summer request the property turn on the A/C in advance of arrival. The duplex rooms are right in the roof of the building, and the air conditioning is not positioned in the most effective location. Had to sleep on the couch as couldn't get the sleeping deck down to a bearable temperature after several hours",0,"Prince Theatre Heritage Stay
Opens in new window"
"6.0","January 2020","Great location, noisy between rooms","Liked
 · Check-in swift, location was great. Concept of the hotel was also good. Staff helpful.Disliked
 · Room smaller than picture impressions. VERY noisy from neighbours and the in-house concert (which, thankfully, ended earlier than warned by the hotel). No sheets only blankets provided, which was a little odd.",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.0","January 2022","Superb","Liked
 · Le design du lobby. Un ancien théâtre trop classe.
Emplacement très calme. Aucun bruit la nuit.
Ruelle hyper fournis en nourriture.Disliked
 · Rien a dire.Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.0","March 2021","Superb","Liked
 · staff tres serviable, place insolite avec une ambiance ""Happy days"" 60s dans un vieux theatreShow translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.0","January 2021","ที่พักที่เป็นมากกว่าที่พัก แต่มีเรื่องราวในอดีตให้คิดถึงวันเก่าๆ","Liked
 · เก๋ แบบเฉพาะตัว
เก่าในใหม่Disliked
 · มีรองเท้ากองหน้าห้องมากมาย ไม่ชอบเลยค่ะ ทำให้เหม็นและดูไม่สะอาดเลยShow translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","December 2020","Exceptional","Liked
 · Classic styleShow translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.0","February 2020","Très bonne adresse !","Liked
 · Ambiance originale, chambres très bien faites et bien insonorisées. Personnel disponible et serviable.Disliked
 · Pas grand chose!Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.0","February 2020","Je n y retournerai pas .","Liked
 · L emplacementDisliked
 · Pas d'équipement :bouilloire .... tasse .
Et surtout le bruit le matin !Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.0","February 2020","清潔でかなりお得！","Liked
 · スタッフの方が非常に親切。ベッドも快適だった。Disliked
 · シャワーの排水が少し悪かった。Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","February 2020","가성비 최고","Liked
 · 카오산 로드에 죽치고 있을 거 아니면 여기 좋아요!Disliked
 · 없어요.Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.0","December 2019","值得推荐","Liked
 · 装修还是蛮有特色的，复式结构，空间够大，附近吃东西方便，距离BTS也很近，早饭也不错，吃了两天粥Disliked
 · 第一次有点难找Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.8","January 2020","Personeel is top","Liked
 · Locatie prima, vlakbij skytrain en ferry. Midden tussen winkels, streetfood en. restaurants. Zeer vriendelijk en gastvrij personeel.Disliked
 · Douche liep niet door, ook niet na reparatie. We hadden een familiekamer, maar het was gewoon een dorm met verschillende slaapcabines. Geen zitmogelijkheid behalve op bed.Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.5","December 2019","Good","Liked
 · Très bon emplacement, proche du BTS et du bateau pratique pour visiter les templesDisliked
 · L’insonorisation des chambres est quasi inexistante et la salle de bain moyennement propreShow translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.3","December 2019","Very good","Disliked
 · 都好，就是厕所有股尿骚味，明明也很干净Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.6","December 2019","Exceptional","Liked
 · 地點很好，附近吃東西買東西都很方便。床還蠻好睡的。Disliked
 · 大廳剛好有房客辦聖誕Party，唱歌到晚上11點多才結束，無法入眠。Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.9","October 2019","Good","Liked
 · L'emplacement, proche du métro et des bateaux bus.
Grande salle de bain, clime et WiFi nickel, matelas super confortables.Disliked
 · Nous avions réservé un transfer à 4h du matin, payé à l'avance à la réception. Mais aucun chauffeur n'est venu, nous avons dû se débrouiller avec la sécurité de l'hôtel, qui ne parlait pas anglais, pour joindre un responsable qui nous a trouvé d'urgence un taxi. Problème résolu au final.
Les chambres pour 5 sont trop petites, couloir étroit pour monter dans les lits du haut.
Le personnel ne donne aucune indications sur les attractions autour sauf si on le demande, ils vous envoie directement dans les endroits super touristiques...
Cependant le personnel reste agréable. J'ai surtout aimé le barmaid, ils nous a donné les meilleurs indications.Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","October 2019","Excepcional","Liked
 · Amabilidad staff y limpieza. La película de media tarde-noche en su pantalla de cine tomando un Ice Lemon Tea un momento único . Muy recomendableShow translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.2","October 2019","Superb","Liked
 · 早餐很丰富，猪肉粥太好吃了。房间是老戏院改的，挺有意思，离Antique 夜市也很近Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.0","October 2019","Very good","Liked
 · 床鋪舒適
服務好Disliked
 · 沒有飲水機Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.3","October 2019","性价比很高","Liked
 · 价格感人，附近吃的东西很多很实惠，很适合背包客。有镜子风筒淋浴及沐浴露洗发水。Disliked
 · 虽然有窗但是通风条件不是很好。Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.5","October 2019","Excelente, muy recomendable!","Liked
 · El personal ha sido muy amable, nos ha ayudado con traslados y toda la información demandada. La zona común y el bar han sido un plus y los hemos aprovechado bastante.Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"10","September 2019","Chinese team","Liked
 · ดีมากๆค่ะ ห้องพักแบ่งเป็นล็อคสะดวก การเดินทางใกล้บีทีเอสค่ะDisliked
 · ราวแขวนผ้าในห้องน้ำขำรุดนิดๆค่ะShow translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"9.2","September 2019","Superb","Liked
 · Limpieza, amabilidad del personal, acceso a internet, agua caliente.Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"8.0","September 2019","Very good","Liked
 · 性价比超高Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
"7.9","September 2019","Good","Liked
 · A 5 minutos del metro y del barco público y zonas comunes muy chulasDisliked
 · No había sábanas y en una de las excursiones que hicimos con ellos al mercado flotante nos llevaron al lugar más caro.Show translation",0,"Prince Theatre Heritage Stay
Opens in new window"
